HISCO,EN_HISCO_TEXT,STATUS,RELATION,PRODUCT,HISCLASS,HISCLASS_5,SOCPO,HISCAM_U1
73400,"Paper Maker, Specialisation Unknown",,,,9,3,1,56.7
73420,PaperMakingMachine Operator (Wet End),,,,9,3,2,56.7
73430,PaperMakingMachine Operator (Back End),,,,,,,
73440,Supercalender Operator,,,32,9,3,2,56.7
73440,Supercalender Operator,,,,9,3,2,56.7
73450,CoatingMachine Operator,,,,,,,
73460,Paper Maker (Hand),,,,,,,
73490,Other Paper Makers,32,,,9,3,1,56.7
73490,Other Paper Makers,33,,,11,5,1,56.7
73490,Other Paper Makers,,,32,9,3,2,56.7
73490,Other Paper Makers,,,,9,3,1,56.7
74000,Chemical Processors and Related Workers,,,,,,,
74100,"Crusher, Grinder or Mixer, Specialisation Unknown",32,,,9,3,2,57.06
74100,"Crusher, Grinder or Mixer, Specialisation Unknown",33,,,11,5,2,57.06
74100,"Crusher, Grinder or Mixer, Specialisation Unknown",,,,9,3,3,57.06
74120,Crusher Operator (Chemical and Related Processes),,,,,,,
74130,MillerGrinder (Chemical and Related Processes),,,,9,3,2,57.06
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),21,,,6,2,42,54.22
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),23,,,9,3,1,54.22
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),31,,,6,2,3,54.22
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),32,,,9,3,1,54.22
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),33,,,11,5,1,54.22
74140,Mixingand BlendingMachine Operator (Chemical and Related Processes),,,,9,3,2,54.22
74190,"Other Crushers, Grinders and Mixers",,,,,,,
74200,"Cookers, Roasters and Related Heat Treaters",,,,,,,
74220,Cooker (Chemical and Related Processes),22,,35,9,3,2,48.2
74220,Cooker (Chemical and Related Processes),32,,,9,3,1,48.2
74220,Cooker (Chemical and Related Processes),33,,35,11,5,1,48.2
74220,Cooker (Chemical and Related Processes),,,,9,3,2,48.2
74230,Roaster (Chemical and Related Processes),,,,,,,
74240,Drier Operator (Chemical and Related Processes),11,,,9,3,42,48.2
74240,Drier Operator (Chemical and Related Processes),31,,16,6,2,3,48.2
74240,Drier Operator (Chemical and Related Processes),32,,16,9,3,1,48.2
74240,Drier Operator (Chemical and Related Processes),33,,16,11,5,1,48.2
74240,Drier Operator (Chemical and Related Processes),,,26,9,3,2,48.2
74240,Drier Operator (Chemical and Related Processes),,,,9,3,1,48.2
74290,"Other Cookers, Roasters and Related HeatTreaters",,,,9,3,2,48.2
74300,Filter and Separator Operators,,,,,,,
74320,FilterPress Operator,32,,,9,3,1,64.34
74320,FilterPress Operator,,,,9,3,2,64.34
74330,RotaryDrum Filterer,,,,,,,
74340,Centrifugal Separator Operator,,,,,,,
74350,Crude Oil Treater (Oilfield),,,,,,,
74390,Other Filter and Separator Operators,,,,,,,
74400,"Still or Reactor Operator, Specialisation Unknown",33,,,11,5,1,64.34
74400,"Still or Reactor Operator, Specialisation Unknown",,,,9,3,2,64.34
74420,"BatchStill Operator (Chemical Processes, except Petroleum)",,,,,,,
74430,"ContinuousStill Operator (Chemical Processes, except Petroleum)",,,,,,,
74440,"ReactorConverter Operator (Chemical Processes, except Petroleum)",,,,,,,
74450,Evaporator Operator,,,,,,,
74460,Extractor Operator (Wood Distillation),,,,,,,
74470,Saltmaker,11,,,9,3,42,58.11
74470,Saltmaker,22,,,9,3,2,58.11
74470,Saltmaker,32,,,9,3,1,58.11
74470,Saltmaker,33,,,11,5,1,58.11
74470,Saltmaker,,,,9,3,2,58.11
74490,Other Still and Reactor Operators,22,,,9,3,2,56.2
74490,Other Still and Reactor Operators,23,,,9,3,1,56.2
74490,Other Still and Reactor Operators,32,,,9,3,1,56.2
74490,Other Still and Reactor Operators,33,,,11,5,1,56.2
74490,Other Still and Reactor Operators,,,,9,3,2,56.2
74500,"PetroleumRefining Worker, Specialisation Unknown",32,,,11,5,1,60.25
74500,"PetroleumRefining Worker, Specialisation Unknown",,,,11,5,2,60.25
74520,Desulphurisation Treater (Petroleum Refining),,,,,,,
74530,Pumpman (Petroleum Refining),,,,,,,
74550,Controlman (Petroleum Refining),,,,,,,
74560,Blender (Petroleum Refining),,,,,,,
74570,Paraffin Plant Operator,,,,,,,
74590,Other PetroleumRefining Workers,,,,,,,
74900,Chemical Processors and Related Workers Not Elsewhere Classified,,,,,,,
74915,Chemical Bleacher Operator,,,,,,,
74920,Coke Burner,21,,,6,2,42,60.25
74920,Coke Burner,31,,,6,2,3,60.25
74920,Coke Burner,32,,,9,3,1,60.25
74920,Coke Burner,33,,,11,5,1,60.25
74920,Coke Burner,,,,9,3,2,60.25
74925,CoalGas Maker,32,,,9,3,1,60.25
74925,CoalGas Maker,33,,,11,5,3,60.25
74925,CoalGas Maker,,,17,9,3,2,60.25
74925,CoalGas Maker,,,,9,3,1,60.25
74930,Charcoal Burner,,,,9,3,2,60.25
74935,Synthetic Fibre Maker,,,,,,,
74940,Chemical Processor (Radioactive Materials),,,,,,,
74990,Other Chemical Processors and Related Workers,32,,,9,3,1,60.25
74990,Other Chemical Processors and Related Workers,33,,,11,5,1,60.25
74990,Other Chemical Processors and Related Workers,,,,9,3,2,60.25
75000,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",31,,,6,2,3,55.2
75000,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",32,,,9,3,1,55.2
75000,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",33,,,11,5,1,55.2
75000,"Spinners, Weavers, Knitters, Dyers and Related Workers, Specialisation Unknown",,,,9,3,2,55.2
75100,"Fibre Preparer, Specialisation Unknown",31,,,6,2,3,58.29
75100,"Fibre Preparer, Specialisation Unknown",32,,,9,3,1,58.29
75100,"Fibre Preparer, Specialisation Unknown",33,,,11,5,1,58.29
75100,"Fibre Preparer, Specialisation Unknown",,,,9,3,2,58.29
75115,Fibre Grader and Classer,,,,9,3,2,58.29
75120,Wool Scourer,,,,9,3,1,58.29
75125,Fibre Mixer and Blender,,,,9,3,2,58.29
75130,Fibre Picker,,,,9,3,2,58.29
75135,Fibre Carder,21,,,6,2,42,58.29
75135,Fibre Carder,31,,,6,2,3,58.29
75135,Fibre Carder,32,,,9,3,1,58.29
75135,Fibre Carder,33,,,11,5,1,58.29
75135,Fibre Carder,,,,9,3,2,58.29
75140,Fibre Lapper,,,,9,3,2,58.29
75145,Fibre Comber,21,,,6,2,42,58.29
75145,Fibre Comber,31,,,6,2,3,58.29
75145,Fibre Comber,33,,,11,5,1,58.29
75145,Fibre Comber,,,,9,3,1,58.29
75150,Fibre Drawer,32,,,9,3,1,58.29
75150,Fibre Drawer,,,,9,3,1,58.29
75155,Fibre Rover,,,,,,,
75190,Other Fibre Preparers,21,,,6,2,42,58.29
75190,Other Fibre Preparers,,,,11,5,1,58.29
75200,Spinners and Winders,,,,,,,
75220,"Spinner, Thread and Yarn",11,,,9,3,42,48.38
75220,"Spinner, Thread and Yarn",21,,,6,2,42,48.38
75220,"Spinner, Thread and Yarn",31,,,6,2,3,48.38
75220,"Spinner, Thread and Yarn",32,,,9,3,1,48.38
75220,"Spinner, Thread and Yarn",33,,,11,5,1,48.38
75220,"Spinner, Thread and Yarn",,,,9,3,2,48.38
75230,Doubler,,,,,,,
75240,Twister,22,,,9,3,2,48.38
75240,Twister,33,,,11,5,1,48.38
75240,Twister,,,,9,3,2,48.38
75250,Winder,31,,,6,2,3,48.38
75250,Winder,32,,,9,3,1,48.38
75250,Winder,33,,,11,5,1,48.38
75250,Winder,,,,9,3,2,48.38
75290,Other Spinners and Winders,,,,11,5,2,48.38
75300,Weavingand KnittingMachine Setters and PatternCard Preparers,,,,,,,
75320,Loom Fixer,,,,,,,
75330,KnittingMachine Setter,,,,,,,
75340,Jacquard Design Copyist,,,,,,,
75350,Jacquard Card Cutter,,,,9,3,2,50.74
75390,Other Weaving and KnittingMachine Setters and PatternCard Preparers,,,,9,3,2,50.74
75400,"Weaver, Specialisation Unknown",21,,,6,2,42,49.36
75400,"Weaver, Specialisation Unknown",22,,,9,3,2,49.36
75400,"Weaver, Specialisation Unknown",23,,,9,3,2,49.36
75400,"Weaver, Specialisation Unknown",31,,,6,2,3,49.36
75400,"Weaver, Specialisation Unknown",32,,,9,3,1,49.36
75400,"Weaver, Specialisation Unknown",33,,,11,5,1,49.36
75400,"Weaver, Specialisation Unknown",,11,,,,2,49.36
75400,"Weaver, Specialisation Unknown",,,,9,3,2,49.36
75415,Beam Warper,,,,,,,
75420,Loom Threader (Hand),,,,,,,
75422,Loom Threader (Hand or Machine),,,,11,5,2,50.74
75425,Loom Threader (Machine),,,,,,,
75430,Cloth Weaver (Hand),,,,9,3,2,50.74
75432,Cotton Weaver (Hand or Machine),21,,,6,2,42,52.84
75432,Cotton Weaver (Hand or Machine),22,,,9,3,2,52.84
75432,Cotton Weaver (Hand or Machine),31,,,6,2,3,52.84
75432,Cotton Weaver (Hand or Machine),32,,,9,3,1,52.84
75432,Cotton Weaver (Hand or Machine),33,,,11,5,1,52.84
75432,Cotton Weaver (Hand or Machine),,,,9,3,2,52.84
75435,Tapestry Maker (Hand),,,,,,,
75440,"Cloth Weaver (Machine, except Jacquard Loom)",31,,,6,2,3,50.74
75440,"Cloth Weaver (Machine, except Jacquard Loom)",32,,,9,3,1,50.74
75440,"Cloth Weaver (Machine, except Jacquard Loom)",33,,,11,5,1,50.74
75440,"Cloth Weaver (Machine, except Jacquard Loom)",,,,9,3,2,50.74
75445,Jacquard Weaver,,,,,,,
75450,Lace Weaver (Machine),,,,,,,
75452,,11,,,9,3,42,50.74
75452,,22,,,9,3,2,50.74
75452,,32,,,9,3,1,50.74
75452,,33,,,11,5,1,50.74
75452,,,,,9,3,2,50.74
75455,Carpet Weaver (Hand),33,,27,11,5,2,50.74
75455,Carpet Weaver (Hand),,,27,9,3,3,50.74
75455,Carpet Weaver (Hand),,,,9,3,3,50.74
75457,Carpet Weaver (Hand or Machine),32,,27,9,3,1,50.74
75457,Carpet Weaver (Hand or Machine),33,,27,11,5,1,50.74
75457,Carpet Weaver (Hand or Machine),,,27,9,3,2,50.74
75457,Carpet Weaver (Hand or Machine),,,,9,3,1,50.74
75460,Carpet Weaver (Machine),32,,,9,3,1,56.52
75460,Carpet Weaver (Machine),,,,9,3,2,56.52
75465,Net Maker (Machine),33,,,11,5,1,49.47
75465,Net Maker (Machine),,,,9,3,2,49.47
75470,Fabrics Examiner,31,,,6,2,3,49.36
75470,Fabrics Examiner,33,,,11,5,1,49.36
75470,Fabrics Examiner,,,,9,3,2,49.36
75475,Fabrics Repairer,32,,,7,3,1,50.74
75475,Fabrics Repairer,,,,7,3,2,50.74
75490,Other Weavers and Related Workers,31,,,6,2,3,56.52
75490,Other Weavers and Related Workers,32,,,9,3,1,56.52
75490,Other Weavers and Related Workers,33,,,11,5,1,56.52
75490,Other Weavers and Related Workers,,,,9,3,2,56.52
75500,"Knitter, Specialisation Unknown",33,,,11,5,1,51.54
75500,"Knitter, Specialisation Unknown",,,,9,3,2,51.54
75520,Knitting MachineOperator (Garment),,,,,,,
75530,Knitting Machine Operator (Hosiery),33,,,11,5,1,56.18
75530,Knitting Machine Operator (Hosiery),,,,9,3,2,56.18
75535,Hosiery Knitter (Hand),,,,9,3,1,50.74
75540,Knitter (HandOperated Machine),,,,9,3,2,49.36
75550,Hand Knitter,,,,,,,
75590,Other Knitters,,,,9,3,1,50.74
75600,"Bleachers, Dyers and Textile Product Finishers",31,,,6,2,3,58.68
75600,"Bleachers, Dyers and Textile Product Finishers",33,,,11,5,1,58.68
75600,"Bleachers, Dyers and Textile Product Finishers",,,,9,3,2,58.68
75615,Textile Bleacher,11,,,9,3,42,58.68
75615,Textile Bleacher,31,,,6,2,3,58.68
75615,Textile Bleacher,32,,,9,3,1,58.68
75615,Textile Bleacher,33,,,11,5,1,58.68
75615,Textile Bleacher,,,,9,3,2,58.68
75620,Yarn Dyer,32,,,9,3,1,58.68
75620,Yarn Dyer,33,,,11,5,1,58.68
75620,Yarn Dyer,,,,9,3,2,58.68
75622,"Yarn, Fabric or Garment Dyer",21,,,6,2,42,58.68
75622,"Yarn, Fabric or Garment Dyer",22,,,9,3,2,58.68
75622,"Yarn, Fabric or Garment Dyer",23,,,9,3,2,58.68
75622,"Yarn, Fabric or Garment Dyer",31,,,6,2,3,58.68
75622,"Yarn, Fabric or Garment Dyer",33,,,11,5,1,58.68
75622,"Yarn, Fabric or Garment Dyer",,11,,,,1,58.68
75622,"Yarn, Fabric or Garment Dyer",,,,9,3,1,58.68
75625,Fabric Dyer,22,,,9,3,2,58.68
75625,Fabric Dyer,33,,,11,5,1,58.68
75625,Fabric Dyer,,,,9,3,2,58.68
75630,Garment Dyer,,,,9,3,2,58.68
75635,Textile Washer,,,,9,3,2,58.68
75640,Silk Degummer,,,,,,,
75645,WoolCarboniser,,,,,,,
75650,Textile Shrinker,,,,,,,
75655,Textile Fuller,31,,,6,2,3,58.68
75655,Textile Fuller,32,,,9,3,1,58.68
75655,Textile Fuller,33,,,11,5,1,58.68
75655,Textile Fuller,,,,9,3,2,58.68
75660,Textile Waterproofer,,,,,,,
75665,Silk Weighter,,,,,,,
75670,Textile Calender Operator,31,,,6,2,3,58.68
75670,Textile Calender Operator,33,,,11,5,1,58.68
75670,Textile Calender Operator,,,,9,3,2,58.68
75690,"Other Bleachers, Dyers and Textile Product Finishers",22,,,9,3,2,58.68
75690,"Other Bleachers, Dyers and Textile Product Finishers",23,,,9,3,1,58.68
75690,"Other Bleachers, Dyers and Textile Product Finishers",32,,,9,3,1,58.68
75690,"Other Bleachers, Dyers and Textile Product Finishers",33,,,11,5,2,58.68
75690,"Other Bleachers, Dyers and Textile Product Finishers",,,,9,3,2,58.68
75700,Rope Makers,,,,,,,
75710,"Rope Maker, General",11,,,9,3,42,54.27
75710,"Rope Maker, General",21,,,6,2,42,54.27
75710,"Rope Maker, General",22,,,9,3,2,54.27
75710,"Rope Maker, General",23,,,9,3,1,54.27
75710,"Rope Maker, General",31,,,6,2,3,54.27
75710,"Rope Maker, General",32,,,9,3,1,54.27
75710,"Rope Maker, General",33,,,11,5,1,54.27
75710,"Rope Maker, General",,12,,,,2,54.27
75710,"Rope Maker, General",,,,9,3,2,54.27
75720,"Wheel Turner, Rope Making",22,,,9,3,2,50.74
75720,"Wheel Turner, Rope Making",31,,,6,2,3,50.74
75720,"Wheel Turner, Rope Making",33,,,11,5,1,50.74
75720,"Wheel Turner, Rope Making",,,,9,3,2,50.74
75900,"Spinners, Weavers, Knitters, Dyers and Related Workers Not Elsewhere Classified",,,,,,,
75920,Braid Maker (Hand),,,,,,,
75922,Braid Maker (Hand or Machine),31,,,11,5,3,49.36
75922,Braid Maker (Hand or Machine),32,,,11,5,1,49.36
75922,Braid Maker (Hand or Machine),33,,,11,5,1,49.36
75922,Braid Maker (Hand or Machine),,,,11,5,2,49.36
75925,Braid Maker (Machine),,,,7,3,3,49.36
75930,Crocheter (Hand),,,,9,3,2,67.23
75935,Crocheter (Machine),,,,,,,
75940,Net Maker (Hand),,,,9,3,2,67.23
75945,Fur Fibre Mixer (Machine),,,,,,,
75950,Felt Hood Former,,,,,,,
75990,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",32,,,9,3,1,67.23
75990,"Other Spinners, Weavers, Knitters, Dyers and Related Workers",,,,9,3,2,67.23
76000,"Tanners, Fellmongers and Pelt Dressers",,,,,,,
76100,"Tanners or Fellmonger, Specialisation Unknown",22,,,9,3,3,60.33
76100,"Tanners or Fellmonger, Specialisation Unknown",32,,,9,3,2,60.33
76100,"Tanners or Fellmonger, Specialisation Unknown",33,,,11,5,2,60.33
76100,"Tanners or Fellmonger, Specialisation Unknown",,,,9,3,3,60.33
76120,Hide and Skin Grader,,,,,,,
76125,Fellmonger,33,,,11,5,2,60.33
76125,Fellmonger,,,,9,3,3,60.33
76130,Hide Flesher and Dehairer (Hand),33,,,11,5,1,60.33
76130,Hide Flesher and Dehairer (Hand),,,,9,3,2,60.33
76135,Hide Flesher and Dehairer (Machine),,,,9,3,2,60.33
76140,Hide Splitter,,,,,,,
76145,Tanner,11,,,9,3,42,60.33
76145,Tanner,21,,,6,2,42,60.33
76145,Tanner,22,,,9,3,3,60.33
76145,Tanner,23,,,9,3,2,60.33
76145,Tanner,31,,,6,2,3,60.33
76145,Tanner,32,,,9,3,2,60.33
76145,Tanner,33,,,11,5,2,60.33
76145,Tanner,,,,9,3,3,60.33
76150,Leather Currier,31,,,11,5,42,60.33
76150,Leather Currier,33,,,11,5,2,60.33
76150,Leather Currier,,,,11,5,3,60.33
76155,Leather Dyer and Stainer,,,,,,,
76190,Other Tanners and Fellmongers,,,,9,3,3,60.33
76200,"Pelt Dresser, Specialisation Unknown",,,,9,3,1,50.74
76220,Pelt Grader,,,,,,,
76230,Pelt Flesher,,,,,,,
76240,Pelt Plucker and Trimmer,,,,,,,
76250,Pelt Dyer (Hand),,,,,,,
76260,Pelt Stretcher,,,,,,,
76290,Other Pelt Dressers,33,,,11,5,2,50.74
76290,Other Pelt Dressers,,,,9,3,2,50.74
77000,Food and Beverage Processors,,,,,,,
77100,Grain Millers and Related Workers,,,,,,,
77120,Grain Miller,11,,,7,3,42,56.18
77120,Grain Miller,12,,,7,3,3,56.18
77120,Grain Miller,21,,,6,2,42,56.18
77120,Grain Miller,22,,,7,3,2,56.18
77120,Grain Miller,23,,,9,3,1,56.18
77120,Grain Miller,31,,,6,2,3,56.18
77120,Grain Miller,32,,,7,3,1,56.18
77120,Grain Miller,33,,,9,3,1,56.18
77120,Grain Miller,,13,,,,2,56.18
77120,Grain Miller,,,,7,3,2,56.18
77130,Rice Miller,32,,,7,3,1,62.7
77130,Rice Miller,33,,,9,3,1,62.7
77130,Rice Miller,,,,7,3,2,62.7
77140,Spice Miller,,,,9,3,2,59.63
77190,Other Grain Millers and Related Workers,22,,,9,3,1,62.7
77190,Other Grain Millers and Related Workers,31,,,6,2,3,62.7
77190,Other Grain Millers and Related Workers,32,,,9,3,1,62.7
77190,Other Grain Millers and Related Workers,33,,,11,5,1,62.7
77190,Other Grain Millers and Related Workers,,12,,,,1,62.7
77190,Other Grain Millers and Related Workers,,,,9,3,1,62.7
77200,"Sugar Processor or Refiner, Specialisation Unknown",31,,,6,2,42,59.63
77200,"Sugar Processor or Refiner, Specialisation Unknown",32,,,9,3,2,59.63
77200,"Sugar Processor or Refiner, Specialisation Unknown",33,,,11,5,1,59.63
77200,"Sugar Processor or Refiner, Specialisation Unknown",,,,9,3,2,59.63
77220,SugarCane Grinder,,,,,,,
77230,Diffuser Operator (Beet Sugar),,,,11,5,2,59.63
77240,Carbonation Man (Sugar Refining),23,,,9,3,1,59.63
77240,Carbonation Man (Sugar Refining),33,,,11,5,1,59.63
77240,Carbonation Man (Sugar Refining),,,23,9,3,2,59.63
77240,Carbonation Man (Sugar Refining),,,,9,3,2,59.63
77250,Crystalliser Operator (Sugar Refining),33,,,11,5,1,58.74
77250,Crystalliser Operator (Sugar Refining),,,,9,3,2,58.74
77260,Continuous SugarRefining Machine Operator,,,,,,,
77290,Other Sugar Processors and Refiners,33,,,11,5,1,60.99
77290,Other Sugar Processors and Refiners,,,,9,3,2,60.99
77300,Butchers and Meat Preparers,,,,,,,
77310,"Butcher, General",11,,,7,3,42,62.29
77310,"Butcher, General",21,,,6,2,42,62.29
77310,"Butcher, General",22,,,7,3,2,62.29
77310,"Butcher, General",23,,,9,3,2,62.29
77310,"Butcher, General",31,,,6,2,42,62.29
77310,"Butcher, General",32,,,7,3,2,62.29
77310,"Butcher, General",33,,,9,3,2,62.29
77310,"Butcher, General",,11,,,,3,62.29
77310,"Butcher, General",,,,7,3,3,62.29
77320,Slaughterer,11,,,9,3,42,49.93
77320,Slaughterer,21,,,6,2,42,49.93
77320,Slaughterer,22,,,9,3,2,49.93
77320,Slaughterer,31,,,6,2,3,49.93
77320,Slaughterer,33,,,11,5,1,49.93
77320,Slaughterer,,12,,,,2,49.93
77320,Slaughterer,,,,9,3,2,49.93
77330,Meat Cutter,21,,,6,2,42,58.74
77330,Meat Cutter,23,,,9,3,2,58.74
77330,Meat Cutter,31,,,6,2,42,58.74
77330,Meat Cutter,33,,,11,5,2,58.74
77330,Meat Cutter,,11,,,,3,58.74
77330,Meat Cutter,,,,9,3,3,58.74
77340,Sausage Maker,,,,9,3,2,58.74
77390,Other Butchers and Meat Preparers,21,,,6,2,42,62.9
77390,Other Butchers and Meat Preparers,22,,,9,3,3,62.9
77390,Other Butchers and Meat Preparers,23,,2,9,3,2,62.9
77390,Other Butchers and Meat Preparers,31,,,6,2,42,62.9
77390,Other Butchers and Meat Preparers,32,,,9,3,1,62.9
77390,Other Butchers and Meat Preparers,33,,,11,5,2,62.9
77390,Other Butchers and Meat Preparers,,,,9,3,3,62.9
77400,Food Preservers,,,,,,,
77410,"Preserving Cook, General",,,,9,3,2,59.63
77415,FishPreserving Cook,,,,9,3,2,58.74
77420,Sterilising Cook,,,,,,,
77430,Foodstuffs Freezer,11,,,11,5,42,58.74
77430,Foodstuffs Freezer,33,,,11,5,1,58.74
77430,Foodstuffs Freezer,,,,11,5,2,58.74
77440,Foodstuffs Dehydrator,32,,,9,3,1,59.63
77440,Foodstuffs Dehydrator,,,,9,3,2,59.63
77450,"Pickler, Food",11,,,9,3,42,58.74
77450,"Pickler, Food",33,,,11,5,1,58.74
77450,"Pickler, Food",,,,9,3,2,58.74
77460,Meat and Fish Smoker,32,,,9,3,1,59.63
77460,Meat and Fish Smoker,33,,,11,5,1,59.63
77460,Meat and Fish Smoker,,,,9,3,2,59.63
77490,Other Food Preservers,11,,,11,5,42,58.74
77490,Other Food Preservers,32,,21,11,5,1,58.74
77490,Other Food Preservers,33,,1,11,5,1,58.74
77490,Other Food Preservers,,,,11,5,2,58.74
77500,Dairy Product Processors,,,,,,,
77510,"Dairy Product Processor, General",31,,,6,2,3,58.49
77510,"Dairy Product Processor, General",32,,,9,3,1,58.49
77510,"Dairy Product Processor, General",,,,9,3,2,58.49
77520,Dairy Product Pasteuriser,,,,9,3,2,58.49
77530,Butter Maker,31,,,6,2,3,58.49
77530,Butter Maker,32,,,9,3,1,58.49
77530,Butter Maker,33,,22,11,5,1,58.49
77530,Butter Maker,,,,9,3,2,58.49
77540,Cheese Maker,32,,,7,3,1,58.49
77540,Cheese Maker,33,,,9,3,1,58.49
77540,Cheese Maker,,,,7,3,2,58.49
77550,IceCream Maker,31,,,6,2,3,58.49
77550,IceCream Maker,33,,,9,3,1,58.49
77550,IceCream Maker,,,,,,,
77590,Other Dairy Product Processors,31,,,11,5,3,58.49
77590,Other Dairy Product Processors,32,,,11,5,1,58.49
77590,Other Dairy Product Processors,,,,11,5,2,58.49
77600,"Bakers, Pastry Cooks and Confectionery Makers",,,,,,,
77610,"Baker, General",11,,,7,3,42,59.63
77610,"Baker, General",21,,,6,2,42,59.63
77610,"Baker, General",22,,,7,3,3,59.63
77610,"Baker, General",23,,,9,3,2,59.63
77610,"Baker, General",31,,,6,2,42,59.63
77610,"Baker, General",32,,,7,3,2,59.63
77610,"Baker, General",33,,,9,3,2,59.63
77610,"Baker, General",,13,,,,3,59.63
77610,"Baker, General",,,,7,3,3,59.63
77620,Bread Baker,11,,,7,3,42,60.2
77620,Bread Baker,21,,,6,2,42,60.2
77620,Bread Baker,22,,,7,3,3,60.2
77620,Bread Baker,23,,,9,3,2,60.2
77620,Bread Baker,31,,,6,2,42,60.2
77620,Bread Baker,33,,,9,3,2,60.2
77620,Bread Baker,,,,7,3,3,60.2
77630,Pastry Maker,11,,,7,3,42,70.12
77630,Pastry Maker,21,,,6,2,42,70.12
77630,Pastry Maker,22,,,7,3,3,70.12
77630,Pastry Maker,23,,,9,3,2,70.12
77630,Pastry Maker,31,,,6,2,42,70.12
77630,Pastry Maker,32,,,7,3,2,70.12
77630,Pastry Maker,33,,,9,3,2,70.12
77630,Pastry Maker,,,,7,3,3,70.12
77640,Macaroni Maker,32,,,9,3,1,57.5
77640,Macaroni Maker,,,,9,3,2,57.5
77650,Chocolate Maker,32,,23,9,3,2,62.43
77650,Chocolate Maker,33,,,11,5,2,62.43
77650,Chocolate Maker,,,,9,3,3,62.43
77660,Confectionery Maker,21,,,6,2,42,65.16
77660,Confectionery Maker,22,,,9,3,3,65.16
77660,Confectionery Maker,31,,,6,2,42,65.16
77660,Confectionery Maker,32,,,9,3,2,65.16
77660,Confectionery Maker,33,,,11,5,2,65.16
77660,Confectionery Maker,,,,9,3,3,65.16
77690,"Other Bakers, Pastry Cooks and Confectionery Makers",33,,,11,5,2,71.01
77690,"Other Bakers, Pastry Cooks and Confectionery Makers",,,,9,3,3,71.01
77700,"Tea, Coffee and Cocoa Preparers",,,,,,,
77720,Coffee and Tea Taster,,,,,,,
77730,Coffee Blender,,,,,,,
77740,Tea Blender,,,,,,,
77750,Coffee Roaster,31,,,6,2,3,58.74
77750,Coffee Roaster,33,,,11,5,1,58.74
77750,Coffee Roaster,,,,9,3,2,58.74
77760,CocoaBean Roaster,,,,9,3,3,71.01
77790,"Other Tea, Coffee and Cocoa Preparers",32,,,9,3,1,58.74
77790,"Other Tea, Coffee and Cocoa Preparers",33,,,11,5,1,58.74
77790,"Other Tea, Coffee and Cocoa Preparers",,,,9,3,2,58.74
77800,"Brewers, Wine and Beverage Makers",,,,,,,
77810,"Brewer, General",11,,,7,3,42,62.65
77810,"Brewer, General",21,,,6,2,42,62.65
77810,"Brewer, General",22,,,7,3,3,62.65
77810,"Brewer, General",23,,,9,3,2,62.65
77810,"Brewer, General",31,,24,6,2,42,62.65
77810,"Brewer, General",32,,,7,3,2,62.65
77810,"Brewer, General",33,,,9,3,2,62.65
77810,"Brewer, General",,12,,,,3,62.65
77810,"Brewer, General",,,24,7,3,3,62.65
77810,"Brewer, General",,,,7,3,2,62.65
77820,Germination Worker (Malting),21,,,6,2,42,62.65
77820,Germination Worker (Malting),31,,,6,2,3,62.65
77820,Germination Worker (Malting),32,,,9,3,1,62.65
77820,Germination Worker (Malting),33,,,11,5,1,62.65
77820,Germination Worker (Malting),,,,9,3,2,62.65
77825,Kilnman (Malting),11,,,9,3,42,62.65
77825,Kilnman (Malting),33,,24,11,5,1,62.65
77825,Kilnman (Malting),,,24,9,3,2,62.65
77825,Kilnman (Malting),,,,9,3,2,62.65
77830,Malt Cooker,11,,,9,3,42,62.65
77830,Malt Cooker,,,,9,3,2,62.65
77835,FermentingRoom Man,,,,,,,
77840,Yeast Maker,32,,,9,3,2,62.65
77840,Yeast Maker,33,,,11,5,2,62.65
77840,Yeast Maker,,,,9,3,2,62.65
77850,Wine Worker,32,,,9,3,2,62.65
77850,Wine Worker,33,,,11,5,1,62.65
77850,Wine Worker,,,,9,3,2,62.65
77860,Wine and Liquor Taster,,,,,,,
77870,Vinegar Maker,11,,24,9,3,42,62.65
77870,Vinegar Maker,32,,,9,3,2,62.65
77870,Vinegar Maker,33,,,11,5,2,62.65
77870,Vinegar Maker,,,,9,3,3,62.65
77880,Fruit PressOperator,,,,,,,
77890,"Other Brewers, Wine and Beverage Makers",21,,,6,2,42,62.65
77890,"Other Brewers, Wine and Beverage Makers",31,,,6,2,42,62.65
77890,"Other Brewers, Wine and Beverage Makers",33,,,11,5,2,62.65
77890,"Other Brewers, Wine and Beverage Makers",,,,9,3,3,62.65
77900,Food and Beverage Processors Not Elsewhere Classified,,,,,,,
77920,Oil Presser (Edible Oils),22,,33,9,3,1,53.45
77920,Oil Presser (Edible Oils),23,,,9,3,1,53.45
77920,Oil Presser (Edible Oils),31,,33,6,2,3,53.45
77920,Oil Presser (Edible Oils),32,,33,9,3,2,53.45
