,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
3102,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3103,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3104,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3105,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3106,ge/de[SEP]heilpraktiker,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3107,ge/de[SEP]kleinrentnerin,-1.0,0.95706964,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3108,ge/de[SEP]elektromonteur,85110.0,0.8261416,"Electrical Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
3109,ge/de[SEP]geschaftsfuhrer,21110.0,0.99869615,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3110,ge/de[SEP]heizer,98330.0,0.37368548,Railway SteamEngine Fireman,98220.0,0.28741848,Ship's Fireman,96930.0,0.26661068,Boiler Fireman,,,No pred,,,No pred
3111,ge/de[SEP]landarbeiter,62105.0,0.92033774,"FarmWorker, General",,,No pred,,,No pred,,,No pred,,,No pred
3112,ge/de[SEP]musiker,17140.0,0.9990576,Instrumentalist,,,No pred,,,No pred,,,No pred,,,No pred
3113,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3114,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3115,ge/de[SEP]kramersfrau,41030.0,0.98246807,Working Proprietor (Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3116,ge/de[SEP]gastwirt,51020.0,0.99553645,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
3117,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3118,ge/de[SEP]gastwirt,51020.0,0.99553645,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
3119,ge/de[SEP]schreinermeister,81120.0,0.99954236,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3120,ge/de[SEP]schneiderin,79100.0,0.9947996,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3121,ge/de[SEP]postprasidentenwitwe,37000.0,0.780695,"Mail Distribution Clerk, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3122,ge/de[SEP]maurergehilfen,95120.0,0.9943773,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3123,ge/de[SEP]walzenfuhrerswitwe,98620.0,0.42417043,AnimalDrawn Vehicle Driver (Road),,,No pred,,,No pred,,,No pred,,,No pred
3124,ge/de[SEP]chauffeur,98500.0,0.9449919,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
3125,ge/de[SEP]steindrucker,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3126,ge/de[SEP]landwirtsfrau,61110.0,0.9872469,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3127,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
3128,ge/de[SEP]schafhalter,62430.0,0.99854964,Sheep Farm Worker,,,No pred,,,No pred,,,No pred,,,No pred
3129,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3130,ge/de[SEP]kassier,33135.0,0.96547645,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred,,,No pred
3131,ge/de[SEP]vorarbeiter,99900.0,0.4132741,"Worker, No Further Information",63230.0,0.23236425,Forestry Worker,,,No pred,,,No pred,,,No pred
3132,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3133,ge/de[SEP]hilfsarbeitersfrau,99910.0,0.96860754,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3134,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3135,ge/de[SEP]brauer,77810.0,0.9985789,"Brewer, General",,,No pred,,,No pred,,,No pred,,,No pred
3136,ge/de[SEP]hausierer,-1.0,0.8792452,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3137,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3138,ge/de[SEP]kramereiinhaberin,41030.0,0.67091227,Working Proprietor (Retail Trade),45220.0,0.3790291,Street Vendor,,,No pred,,,No pred,,,No pred
3139,ge/de[SEP]bildhauer,16120.0,0.9989906,Sculptor,,,No pred,,,No pred,,,No pred,,,No pred
3140,ge/de[SEP]kath. pater,14120.0,0.4851575,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3141,ge/de[SEP]silberschmiedmeister,88050.0,0.83668983,Goldsmith and Silversmith,,,No pred,,,No pred,,,No pred,,,No pred
3142,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3143,ge/de[SEP]zuschneider,79420.0,0.8266616,Garment Pattern Maker,,,No pred,,,No pred,,,No pred,,,No pred
3144,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3145,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3146,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3147,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3148,ge/de[SEP]dekorateur,93920.0,0.9476895,BrushPainter (except Construction),16230.0,0.24308549,Interior Decoration Designer,,,No pred,,,No pred,,,No pred
3149,ge/de[SEP]kirchendiener,55140.0,0.9876208,Verger,,,No pred,,,No pred,,,No pred,,,No pred
3150,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3151,ge/de[SEP]viehhandler,41025.0,0.9982151,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3152,ge/de[SEP]bankbeamten,33940.0,0.93136084,Finance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
3153,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3154,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
3155,ge/de[SEP]schneidergesellen,79100.0,0.99714726,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3156,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3157,ge/de[SEP]kassiererin,33135.0,0.9212974,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred,,,No pred
3158,ge/de[SEP]schneidergehilfen,79100.0,0.99537224,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3159,ge/de[SEP]geschaftsfuhrer,21110.0,0.99869615,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3160,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3161,ge/de[SEP]reichsbahnangestellten,39960.0,0.97948176,Railway Clerk,,,No pred,,,No pred,,,No pred,,,No pred
3162,ge/de[SEP]maschinenschlosser,84105.0,0.9205274,"Machinery Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
3163,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3164,ge/de[SEP]mechaniker,84900.0,0.4413025,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3165,ge/de[SEP]kassiererin,33135.0,0.9212974,"Cashier, Office or Cash Desk",,,No pred,,,No pred,,,No pred,,,No pred
3166,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
3167,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3168,ge/de[SEP]aushilfskassiererin,33160.0,0.22197914,Cash Desk Cashier,,,No pred,,,No pred,,,No pred,,,No pred
3169,ge/de[SEP]hotelbesitzer,51020.0,0.90741885,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
3170,ge/de[SEP]sagersfrau,73210.0,0.54105586,"Sawyer, General",97145.0,0.26608008,Warehouse Porter,,,No pred,,,No pred,,,No pred
3171,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3172,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3173,ge/de[SEP]landwirt und schmied,83110.0,0.9990885,"Blacksmith, General",61110.0,0.99845743,General Farmer,,,No pred,,,No pred,,,No pred
3174,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3175,ge/de[SEP]kaufmannsfrau,41025.0,0.9970631,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3176,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3177,ge/de[SEP]friseur,57025.0,0.9984763,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
3178,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3179,ge/de[SEP]kammerjager,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3180,ge/de[SEP]rentnerin,-1.0,0.99875104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3181,ge/de[SEP]koch,53100.0,0.96082735,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3182,ge/de[SEP]wehrmachtsangestellten,39310.0,0.31572482,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
3183,ge/de[SEP]angestellte,-1.0,0.9495686,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3184,ge/de[SEP]angestellten,-1.0,0.7527177,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3185,ge/de[SEP]rentnerin,-1.0,0.99875104,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3186,ge/de[SEP]schmiedmeister,83110.0,0.99537474,"Blacksmith, General",,,No pred,,,No pred,,,No pred,,,No pred
3187,ge/de[SEP]immobilienmakler,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3188,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3189,ge/de[SEP]wagner,81925.0,0.963595,Cartwright,,,No pred,,,No pred,,,No pred,,,No pred
3190,ge/de[SEP]reichsbahngehilfen,98990.0,0.9638513,Other Transport Equipment Operators,,,No pred,,,No pred,,,No pred,,,No pred
3191,ge/de[SEP]gastwirt,51020.0,0.99553645,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
3192,ge/de[SEP]landwirtsfrau,61110.0,0.9872469,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3193,ge/de[SEP]baggerfuhrer,97420.0,0.8106755,ExcavatingMachine Operator,,,No pred,,,No pred,,,No pred,,,No pred
3194,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3195,ge/de[SEP]judin,12210.0,0.29984266,Judge,,,No pred,,,No pred,,,No pred,,,No pred
3196,ge/de[SEP]kulturarbeitersfrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3197,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3198,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3199,ge/de[SEP]erbhofbauern,61110.0,0.9800309,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3200,ge/de[SEP]gemeindediener,37040.0,0.9986298,Messenger,,,No pred,,,No pred,,,No pred,,,No pred
3201,ge/de[SEP]architekten,2120.0,0.9981823,Building Architect,,,No pred,,,No pred,,,No pred,,,No pred
3202,ge/de[SEP]bergmann,61110.0,0.9413026,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3203,"ge/de[SEP]kath, pfarrer",14120.0,0.99950504,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3204,ge/de[SEP]kufer,81930.0,0.99991024,Cooper,,,No pred,,,No pred,,,No pred,,,No pred
3205,ge/de[SEP]kochin,53100.0,0.99824226,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3206,ge/de[SEP]muhlenbesitzer,77120.0,0.9948147,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
3207,ge/de[SEP]geschaftsfuhrer,21110.0,0.99869615,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3208,ge/de[SEP]oberstabszahlmeistersehefrau,58320.0,0.9688265,Officer,,,No pred,,,No pred,,,No pred,,,No pred
3209,ge/de[SEP]wirtschaftsbesitzerin,22430.0,0.3601342,Housekeeper (Private Service),-1.0,0.34826362,"Missing, no title",,,No pred,,,No pred,,,No pred
3210,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
3211,ge/de[SEP]landwirte,61110.0,0.9826193,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3212,ge/de[SEP]kaffeehausbesitzerin,51050.0,0.73526037,"Working Proprietor  , Bar and Snack Bar)",,,No pred,,,No pred,,,No pred,,,No pred
3213,ge/de[SEP]elektromonteursfrau,85110.0,0.74974436,"Electrical Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
3214,ge/de[SEP]privatier und fleischbeschauer,6520.0,0.6712473,Public Health Veterinarian,58340.0,0.5850474,Other Military Ranks,58220.0,0.24028079,Policeman and other Maintainers of Law and Order (except Military),,,No pred,,,No pred
3215,ge/de[SEP]elektromechanikersehefrau,85110.0,0.5951455,"Electrical Fitter, General",,,No pred,,,No pred,,,No pred,,,No pred
3216,ge/de[SEP]bauern und kramer,41030.0,0.9987496,Working Proprietor (Retail Trade),61110.0,0.9968046,General Farmer,,,No pred,,,No pred,,,No pred
3217,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
3218,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3219,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3220,ge/de[SEP]geschaftsinhaber,21110.0,0.9880214,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
3221,ge/de[SEP]wachmann,58940.0,0.8816902,Watchman,,,No pred,,,No pred,,,No pred,,,No pred
3222,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3223,ge/de[SEP]kath. pater,14120.0,0.4851575,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3224,ge/de[SEP]arbeitersehefrau,22610.0,0.46895832,"Production Supervisor or Foreman, General",,,No pred,,,No pred,,,No pred,,,No pred
3225,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3226,ge/de[SEP]bauersfrau,61110.0,0.9993315,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3227,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
3228,ge/de[SEP]schreinergehilfen,81120.0,0.99760735,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3229,ge/de[SEP]austragsbauern,61110.0,0.67927516,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3230,ge/de[SEP]backergehilfenehefrau,77610.0,0.97866344,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3231,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3232,ge/de[SEP]vorarbeiter,99900.0,0.4132741,"Worker, No Further Information",63230.0,0.23236425,Forestry Worker,,,No pred,,,No pred,,,No pred
3233,ge/de[SEP]schneidermeister,79100.0,0.99724436,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3234,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3235,ge/de[SEP]fabrikschmiede,83190.0,0.8323917,"Other Blacksmiths, Hammersmiths and ForgingPress Operators",,,No pred,,,No pred,,,No pred,,,No pred
3236,ge/de[SEP]maurersehefrau,95120.0,0.6327559,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3237,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3238,ge/de[SEP]erbhofbauern,61110.0,0.9800309,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3239,ge/de[SEP]hilfsarbeitersehefrau,99910.0,0.8771388,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3240,ge/de[SEP]bauerntochter,61110.0,0.87565273,General Farmer,-1.0,0.37801346,"Missing, no title",,,No pred,,,No pred,,,No pred
3241,ge/de[SEP]schuhmachermeister,80110.0,0.9962813,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
3242,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3243,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3244,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3245,ge/de[SEP]zuschneider,79420.0,0.8266616,Garment Pattern Maker,,,No pred,,,No pred,,,No pred,,,No pred
3246,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3247,ge/de[SEP]ingenieur,2000.0,0.9964156,"Engineer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3248,ge/de[SEP]kaser,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
3249,ge/de[SEP]darlehenskassenrechner,33190.0,0.93779457,Other Bookkeepers and Cashiers,,,No pred,,,No pred,,,No pred,,,No pred
3250,ge/de[SEP]haustochter,54020.0,0.9836516,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3251,ge/de[SEP]fabrikarbeiterinnen,99930.0,0.99612087,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3252,ge/de[SEP]kaufmann und tankstellenbesitzer,41025.0,0.9974746,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
3253,ge/de[SEP]maschinenschreiner,81120.0,0.9946615,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
3254,ge/de[SEP]rentner,-1.0,0.99441504,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
3255,ge/de[SEP]altersrentner,-1.0,0.5090366,"Missing, no title",58340.0,0.46703532,Other Military Ranks,,,No pred,,,No pred,,,No pred
3256,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3257,ge/de[SEP]sattler und landwirt,80320.0,0.9974995,Saddler and Harness Maker,61110.0,0.9920819,General Farmer,,,No pred,,,No pred,,,No pred
3258,ge/de[SEP]schlosser,87105.0,0.6017104,"Plumber, General",87430.0,0.41045025,Structural Steel Worker (Workshop),84105.0,0.32587647,"Machinery Fitter, General",,,No pred,,,No pred
3259,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3260,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3261,ge/de[SEP]buglerin,56070.0,0.9863326,Presser (Hand),,,No pred,,,No pred,,,No pred,,,No pred
3262,ge/de[SEP]hilflsarbeiter,99910.0,0.9839835,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3263,ge/de[SEP]stenotypistin,32110.0,0.9971264,"StenographerTypist, General",,,No pred,,,No pred,,,No pred,,,No pred
3264,ge/de[SEP]schmied und landwirt,83110.0,0.9990295,"Blacksmith, General",61110.0,0.99418044,General Farmer,,,No pred,,,No pred,,,No pred
3265,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3266,ge/de[SEP]glasermeister,95720.0,0.9966234,Building Glazier,,,No pred,,,No pred,,,No pred,,,No pred
3267,ge/de[SEP]kontrolleur,31090.0,0.5405406,Government Executive Officials Not Elsewhere Classified,94980.0,0.43529445,Quality Inspector,,,No pred,,,No pred,,,No pred
3268,ge/de[SEP]kasereibesitzersehefrau,58320.0,0.64716005,Officer,,,No pred,,,No pred,,,No pred,,,No pred
3269,ge/de[SEP]devisenprufer,94980.0,0.6197529,Quality Inspector,,,No pred,,,No pred,,,No pred,,,No pred
3270,ge/de[SEP]kraftfahrzeughandler,84300.0,0.42971534,MotorVehicle Mechanics,,,No pred,,,No pred,,,No pred,,,No pred
3271,ge/de[SEP]bauersfrau,61110.0,0.9993315,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3272,ge/de[SEP]ldw. arbeiter,99900.0,0.941011,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
3273,ge/de[SEP]hausmeister,54020.0,0.40282637,House Servant,22420.0,0.22814111,Housekeeper (except Private Service),,,No pred,,,No pred,,,No pred
3274,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163235,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
3275,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3276,ge/de[SEP]friseur,57025.0,0.9984763,Women's or Men's Hairdresser,,,No pred,,,No pred,,,No pred,,,No pred
3277,ge/de[SEP]cutler und rechenmacher,94990.0,0.7269851,Other Production and Related Workers Not Elsewhere Classified,81930.0,0.33223122,Cooper,,,No pred,,,No pred,,,No pred
3278,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3279,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
3280,ge/de[SEP]gastwirt und bauern,51020.0,0.9984503,Working Proprietor (Hotel and Restaurant),61110.0,0.9911425,General Farmer,,,No pred,,,No pred,,,No pred
3281,ge/de[SEP]ldw. arbeiterin,99900.0,0.97164977,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
3282,ge/de[SEP]haustochter,54020.0,0.9836516,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
3283,ge/de[SEP]kath. pater,14120.0,0.4851575,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
3284,ge/de[SEP]versicherungsvertreter,39350.0,0.92729455,Insurance Clerk,44120.0,0.4215158,Insurance Salesman,,,No pred,,,No pred,,,No pred
3285,ge/de[SEP]monteur,84900.0,0.47665492,"Machinery Fitter (except Electrical), Specialisation Unknown",84300.0,0.2888298,MotorVehicle Mechanics,84400.0,0.23790699,Aircraft Engine Mechanics,,,No pred,,,No pred
3286,ge/de[SEP]obermuller,77120.0,0.9985487,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
3287,ge/de[SEP]kath. kuraten,14120.0,0.59757483,Minister of Religion,32110.0,0.36048242,"StenographerTypist, General",,,No pred,,,No pred,,,No pred
3288,ge/de[SEP]bauarbeiterin,95000.0,0.9838383,"Bricklayers, Carpenters and Other Construction Workers",,,No pred,,,No pred,,,No pred,,,No pred
3289,ge/de[SEP]konditormeister,77630.0,0.9936627,Pastry Maker,,,No pred,,,No pred,,,No pred,,,No pred
3290,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3291,ge/de[SEP]maurerlehrling,95120.0,0.9956715,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
3292,ge/de[SEP]buchhalterin,33110.0,0.99842477,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
3293,ge/de[SEP]backer,77610.0,0.9905957,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3294,ge/de[SEP]reichsbahnbediensteten,39960.0,0.9361034,Railway Clerk,,,No pred,,,No pred,,,No pred,,,No pred
3295,ge/de[SEP]schneidermeister,79100.0,0.99724436,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3296,ge/de[SEP]schuler,13020.0,0.9462445,"Teacher, Level and Subject Unknown, Not University and Higher Education Level",,,No pred,,,No pred,,,No pred,,,No pred
3297,ge/de[SEP]diensthelfer,59940.0,0.9430017,Nursing Aid,,,No pred,,,No pred,,,No pred,,,No pred
3298,ge/de[SEP]melker,62510.0,0.9880806,"Dairy Farm Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
3299,ge/de[SEP]backermeister,77610.0,0.99356353,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
3300,ge/de[SEP]bauersfrau,61110.0,0.9993315,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3301,ge/de[SEP]metzgersehefrau,77310.0,0.99390936,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
3302,ge/de[SEP]wehrmachtsangestelltenehefrau,58220.0,0.46182263,Policeman and other Maintainers of Law and Order (except Military),,,No pred,,,No pred,,,No pred,,,No pred
3303,ge/de[SEP]zimmermann,95410.0,0.99491334,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
3304,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3305,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
3306,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
3307,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
3308,ge/de[SEP]stenotypistin,32110.0,0.9971264,"StenographerTypist, General",,,No pred,,,No pred,,,No pred,,,No pred
3309,ge/de[SEP]amtsgehilfen,31000.0,0.85902655,"Government Executive Official, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
3310,ge/de[SEP]malergehilfen,93120.0,0.99944097,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
